onset	duration	trial_type	stim_category	response	response_key	response_time	accuracy
0.0	30.0	rest_eyesopen	n/a	n/a	n/a	n/a	n/a
30.0	30.0	rest_eyesclosed	n/a	n/a	n/a	n/a	n/a
72.899	n/a	categorize_trial	v	v	X	0.814	1
75.124	n/a	categorize_trial	v	v	X	1.161	1
77.631	n/a	categorize_trial	v	v	X	0.842	1
80.153	n/a	categorize_trial	v	v	X	0.662	1
82.675	n/a	categorize_trial	v	v	X	0.766	1
85.197	n/a	categorize_trial	v	v	X	0.719	1
87.719	n/a	categorize_trial	v	v	X	0.704	1
90.241	n/a	categorize_trial	m	v	X	0.75	0
92.771	n/a	categorize_trial	v	v	X	0.95	1
95.285	n/a	categorize_trial	m	m	M	0.702	1
97.807	n/a	categorize_trial	m	v	X	0.784	0
100.329	n/a	categorize_trial	v	m	M	1.291	0
102.859	n/a	categorize_trial	m	v	X	1.503	0
105.389	n/a	categorize_trial	v	v	X	0.841	1
107.911	n/a	categorize_trial	v	v	X	0.896	1
110.425	n/a	categorize_trial	m	m	M	1.073	1
112.955	n/a	categorize_trial	m	m	M	0.769	1
115.477	n/a	categorize_trial	v	v	X	1.137	1
117.999	n/a	categorize_trial	m	m	M	0.748	1
120.521	n/a	categorize_trial	m	m	M	1.231	1
123.043	n/a	categorize_trial	v	v	X	0.958	1
125.565	n/a	categorize_trial	m	m	M	0.835	1
128.095	n/a	categorize_trial	m	m	M	0.624	1
130.617	n/a	categorize_trial	m	m	M	1.451	1
133.155	n/a	categorize_trial	v	m	M	1.603	0
135.669	n/a	categorize_trial	m	m	M	0.761	1
138.199	n/a	categorize_trial	m	v	X	1.137	0
140.713	n/a	categorize_trial	v	v	X	0.902	1
143.235	n/a	categorize_trial	m	m	M	0.8	1
145.749	n/a	categorize_trial	m	m	M	0.578	1
148.271	n/a	categorize_trial	m	m	M	0.596	1
150.809	n/a	categorize_trial	v	m	M	1.027	0
153.323	n/a	categorize_trial	v	v	X	1.19	1
155.845	n/a	categorize_trial	m	m	M	1.202	1
158.375	n/a	categorize_trial	m	m	M	0.778	1
160.889	n/a	categorize_trial	v	v	X	1.032	1
163.419	n/a	categorize_trial	m	v	X	1.049	0
165.949	n/a	categorize_trial	m	m	M	1.243	1
168.479	n/a	categorize_trial	v	v	X	0.847	1
171.009	n/a	categorize_trial	v	v	X	1.463	1
173.523	n/a	categorize_trial	m	m	M	1.074	1
176.045	n/a	categorize_trial	v	v	X	1.987	1
178.559	n/a	categorize_trial	m	m	M	0.653	1
181.073	n/a	categorize_trial	v	v	X	0.759	1
183.588	n/a	categorize_trial	m	v	X	1.636	0
186.102	n/a	categorize_trial	m	m	M	1.174	1
188.616	n/a	categorize_trial	v	v	X	0.846	1
191.154	n/a	categorize_trial	v	v	X	0.713	1
193.676	n/a	categorize_trial	m	m	M	0.598	1
196.198	n/a	categorize_trial	m	m	M	1.093	1
198.712	n/a	categorize_trial	v	v	X	1.407	1
201.242	n/a	categorize_trial	m	m	M	1.481	1
203.772	n/a	categorize_trial	v	v	X	1.169	1
206.294	n/a	categorize_trial	v	m	M	1.439	0
208.816	n/a	categorize_trial	m	m	M	0.588	1
211.33	n/a	categorize_trial	m	v	X	1.202	0
213.852	n/a	categorize_trial	v	v	X	1.971	1
216.359	n/a	categorize_trial	v	v	X	1.428	1
218.888	n/a	categorize_trial	v	v	X	1.129	1
221.418	n/a	categorize_trial	m	m	M	0.85	1
223.948	n/a	categorize_trial	v	m	M	1.211	0
226.47	n/a	categorize_trial	m	m	M	0.785	1
228.992	n/a	categorize_trial	m	m	M	0.81	1
231.506	n/a	categorize_trial	m	v	X	0.835	0
234.013	n/a	categorize_trial	v	v	X	0.815	1
236.535	n/a	categorize_trial	v	v	X	1.037	1
239.057	n/a	categorize_trial	m	m	M	0.97	1
241.571	n/a	categorize_trial	v	v	X	1.909	1
244.085	n/a	categorize_trial	m	m	M	0.666	1
