onset	duration	trial_type	stim_category	response	response_key	response_time	accuracy
0.0	30.0	rest_eyesopen	n/a	n/a	n/a	n/a	n/a
30.0	30.0	rest_eyesclosed	n/a	n/a	n/a	n/a	n/a
63.022	n/a	categorize_trial	m	m	M	0.659	1
66.044	n/a	categorize_trial	m	v	X	1.147	0
69.058	n/a	categorize_trial	v	v	X	0.842	1
72.08	n/a	categorize_trial	v	v	X	0.844	1
75.094	n/a	categorize_trial	v	v	X	0.792	1
78.116	n/a	categorize_trial	v	v	X	0.724	1
81.145	n/a	categorize_trial	v	v	X	0.623	1
84.175	n/a	categorize_trial	m	v	X	0.565	0
87.189	n/a	categorize_trial	v	v	X	0.812	1
90.211	n/a	categorize_trial	v	v	X	0.877	1
93.241	n/a	categorize_trial	v	v	X	0.645	1
96.255	n/a	categorize_trial	v	v	X	0.77	1
99.277	n/a	categorize_trial	m	m	M	0.717	1
102.299	n/a	categorize_trial	m	v	X	1.102	0
105.305	n/a	categorize_trial	v	v	X	0.756	1
108.319	n/a	categorize_trial	m	m	M	2.121	1
111.349	n/a	categorize_trial	v	v	X	1.005	1
114.386	n/a	categorize_trial	m	m	M	0.675	1
117.408	n/a	categorize_trial	m	m	M	0.688	1
120.438	n/a	categorize_trial	m	m	M	0.615	1
123.444	n/a	categorize_trial	m	m	M	0.864	1
126.481	n/a	categorize_trial	m	m	M	0.877	1
129.496	n/a	categorize_trial	v	v	X	1.546	1
132.525	n/a	categorize_trial	m	m	M	0.669	1
135.563	n/a	categorize_trial	v	v	X	0.874	1
138.585	n/a	categorize_trial	m	v	X	1.504	0
141.607	n/a	categorize_trial	m	m	M	0.878	1
144.628	n/a	categorize_trial	m	m	M	0.761	1
147.65	n/a	categorize_trial	v	v	X	0.918	1
150.672	n/a	categorize_trial	m	m	M	0.674	1
153.686	n/a	categorize_trial	m	m	M	0.701	1
156.708	n/a	categorize_trial	v	v	X	1.071	1
159.722	n/a	categorize_trial	v	m	M	1.542	0
162.728	n/a	categorize_trial	m	m	M	0.645	1
165.743	n/a	categorize_trial	v	v	X	0.882	1
168.772	n/a	categorize_trial	m	m	M	0.674	1
171.802	n/a	categorize_trial	v	v	X	0.76	1
174.824	n/a	categorize_trial	v	v	X	0.977	1
177.854	n/a	categorize_trial	v	v	X	1.294	1
180.883	n/a	categorize_trial	v	v	X	0.711	1
183.905	n/a	categorize_trial	m	m	M	0.787	1
186.943	n/a	categorize_trial	m	m	M	0.665	1
189.964	n/a	categorize_trial	v	v	X	0.594	1
192.979	n/a	categorize_trial	v	v	X	0.77	1
195.985	n/a	categorize_trial	v	v	X	0.715	1
198.991	n/a	categorize_trial	v	v	X	0.681	1
202.005	n/a	categorize_trial	v	v	X	0.66	1
205.019	n/a	categorize_trial	m	m	M	0.928	1
208.041	n/a	categorize_trial	v	v	X	0.864	1
211.047	n/a	categorize_trial	v	v	X	0.517	1
214.077	n/a	categorize_trial	m	m	M	0.695	1
217.107	n/a	categorize_trial	m	m	M	0.652	1
220.129	n/a	categorize_trial	m	m	M	0.679	1
223.151	n/a	categorize_trial	m	m	M	1.056	1
226.165	n/a	categorize_trial	m	m	M	0.881	1
229.194	n/a	categorize_trial	v	v	X	0.583	1
232.208	n/a	categorize_trial	m	m	M	0.665	1
235.215	n/a	categorize_trial	m	v	X	0.66	0
238.237	n/a	categorize_trial	v	v	X	0.546	1
241.266	n/a	categorize_trial	m	m	M	1.053	1
244.288	n/a	categorize_trial	m	m	M	0.666	1
247.302	n/a	categorize_trial	m	m	M	0.918	1
250.316	n/a	categorize_trial	v	v	X	0.728	1
253.33	n/a	categorize_trial	v	v	X	0.694	1
256.344	n/a	categorize_trial	v	v	X	0.618	1
259.351	n/a	categorize_trial	m	m	M	0.683	1
262.373	n/a	categorize_trial	v	v	X	1.132	1
265.379	n/a	categorize_trial	m	m	M	0.623	1
268.401	n/a	categorize_trial	m	m	M	0.658	1
271.423	n/a	categorize_trial	v	v	X	0.574	1
274.452	n/a	categorize_trial	m	m	M	1.106	1
277.474	n/a	categorize_trial	m	m	M	0.877	1
280.496	n/a	categorize_trial	m	m	M	0.75	1
