onset	duration	trial_type	stim_category	response	response_key	response_time	accuracy
0.0	30.0	rest_eyesopen	n/a	n/a	n/a	n/a	n/a
30.0	30.0	rest_eyesclosed	n/a	n/a	n/a	n/a	n/a
60.0	n/a	categorize_trial	v	v	X	1.912	1
62.503	n/a	categorize_trial	v	v	X	0.759	1
65.005	n/a	categorize_trial	m	m	M	0.825	1
67.512	n/a	categorize_trial	v	v	X	0.797	1
70.018	n/a	categorize_trial	m	m	M	1.292	1
72.521	n/a	categorize_trial	m	m	M	1.07	1
75.027	n/a	categorize_trial	v	v	X	0.648	1
77.53	n/a	categorize_trial	v	v	X	1.347	1
80.032	n/a	categorize_trial	m	m	M	0.864	1
82.535	n/a	categorize_trial	v	m	M	1.229	0
87.54	n/a	categorize_trial	m	m	M	1.025	1
90.042	n/a	categorize_trial	m	m	M	1.055	1
92.545	n/a	categorize_trial	m	m	M	0.782	1
95.051	n/a	categorize_trial	m	m	M	0.729	1
97.554	n/a	categorize_trial	v	v	X	0.825	1
100.056	n/a	categorize_trial	v	v	X	0.811	1
102.563	n/a	categorize_trial	v	v	X	0.836	1
105.066	n/a	categorize_trial	v	v	X	0.726	1
107.568	n/a	categorize_trial	m	m	M	0.648	1
110.075	n/a	categorize_trial	v	v	X	0.584	1
112.577	n/a	categorize_trial	m	m	M	0.682	1
115.08	n/a	categorize_trial	v	v	X	0.809	1
117.582	n/a	categorize_trial	m	m	M	0.877	1
120.085	n/a	categorize_trial	v	v	X	0.739	1
122.591	n/a	categorize_trial	m	m	M	0.552	1
125.094	n/a	categorize_trial	v	v	X	0.59	1
127.596	n/a	categorize_trial	v	v	X	0.55	1
130.099	n/a	categorize_trial	v	v	X	0.713	1
132.601	n/a	categorize_trial	m	m	M	0.688	1
135.108	n/a	categorize_trial	m	m	M	0.606	1
137.61	n/a	categorize_trial	m	v	X	0.53	0
140.113	n/a	categorize_trial	m	m	M	0.582	1
142.619	n/a	categorize_trial	m	m	M	0.44	1
145.122	n/a	categorize_trial	m	m	M	0.574	1
147.625	n/a	categorize_trial	v	v	X	1.101	1
150.127	n/a	categorize_trial	m	m	M	0.518	1
152.63	n/a	categorize_trial	m	m	M	0.767	1
155.132	n/a	categorize_trial	v	v	X	0.623	1
157.639	n/a	categorize_trial	m	m	M	0.575	1
160.141	n/a	categorize_trial	v	v	X	0.618	1
162.644	n/a	categorize_trial	m	m	M	0.682	1
165.146	n/a	categorize_trial	m	m	M	0.554	1
167.649	n/a	categorize_trial	m	m	M	0.535	1
170.151	n/a	categorize_trial	m	m	M	0.616	1
172.658	n/a	categorize_trial	m	m	M	0.975	1
175.16	n/a	categorize_trial	m	m	M	0.626	1
177.663	n/a	categorize_trial	v	v	X	0.769	1
180.169	n/a	categorize_trial	v	v	X	0.605	1
182.672	n/a	categorize_trial	v	v	X	0.64	1
185.175	n/a	categorize_trial	v	v	X	0.904	1
187.681	n/a	categorize_trial	m	m	M	0.628	1
190.184	n/a	categorize_trial	m	m	M	0.682	1
192.686	n/a	categorize_trial	v	v	X	0.704	1
195.189	n/a	categorize_trial	v	v	X	0.756	1
197.691	n/a	categorize_trial	m	m	M	0.554	1
200.194	n/a	categorize_trial	v	v	X	0.626	1
202.7	n/a	categorize_trial	v	v	X	1.151	1
205.203	n/a	categorize_trial	m	m	M	1.044	1
207.705	n/a	categorize_trial	m	m	M	0.543	1
210.208	n/a	categorize_trial	v	v	X	0.6	1
212.711	n/a	categorize_trial	m	m	M	0.611	1
215.217	n/a	categorize_trial	m	m	M	0.511	1
217.72	n/a	categorize_trial	v	v	X	0.596	1
220.222	n/a	categorize_trial	v	v	X	0.831	1
222.729	n/a	categorize_trial	m	m	M	0.595	1
225.231	n/a	categorize_trial	m	m	M	0.591	1
227.734	n/a	categorize_trial	v	v	X	0.739	1
230.24	n/a	categorize_trial	v	v	X	0.649	1
232.743	n/a	categorize_trial	m	m	M	0.685	1
235.249	n/a	categorize_trial	v	v	X	0.629	1
237.752	n/a	categorize_trial	v	v	X	0.491	1
240.254	n/a	categorize_trial	m	m	M	0.543	1
242.761	n/a	categorize_trial	v	v	X	0.557	1
