onset	duration	trial_type	stim_category	response	response_key	response_time	accuracy
0.0	30.0	rest_eyesopen	n/a	n/a	n/a	n/a	n/a
30.0	30.0	rest_eyesclosed	n/a	n/a	n/a	n/a	n/a
63.006	n/a	categorize_trial	v	v	X	1.086	1
66.012	n/a	categorize_trial	m	m	M	1.084	1
69.011	n/a	categorize_trial	v	v	X	1.093	1
72.017	n/a	categorize_trial	m	m	M	1.289	1
75.023	n/a	categorize_trial	m	m	M	1.281	1
78.029	n/a	categorize_trial	m	v	X	1.605	0
84.033	n/a	categorize_trial	v	v	X	0.776	1
87.039	n/a	categorize_trial	m	m	M	0.575	1
90.038	n/a	categorize_trial	v	v	X	1.028	1
93.044	n/a	categorize_trial	m	m	M	0.599	1
96.05	n/a	categorize_trial	v	v	X	0.778	1
99.048	n/a	categorize_trial	m	v	X	1.54	0
102.054	n/a	categorize_trial	v	v	X	1.07	1
105.06	n/a	categorize_trial	v	v	X	1.021	1
108.066	n/a	categorize_trial	m	m	M	1.507	1
111.073	n/a	categorize_trial	v	v	X	0.811	1
114.071	n/a	categorize_trial	m	m	M	0.603	1
117.077	n/a	categorize_trial	v	v	X	0.659	1
120.083	n/a	categorize_trial	m	m	M	1.027	1
123.081	n/a	categorize_trial	m	m	M	0.503	1
126.087	n/a	categorize_trial	m	v	X	1.097	0
129.094	n/a	categorize_trial	m	m	M	0.988	1
132.092	n/a	categorize_trial	v	v	X	0.733	1
135.098	n/a	categorize_trial	m	m	M	0.605	1
138.104	n/a	categorize_trial	v	v	X	0.569	1
141.102	n/a	categorize_trial	m	m	M	0.571	1
144.108	n/a	categorize_trial	v	v	X	1.796	1
147.115	n/a	categorize_trial	m	m	M	0.829	1
150.121	n/a	categorize_trial	m	m	M	0.657	1
153.119	n/a	categorize_trial	v	v	X	0.973	1
156.125	n/a	categorize_trial	m	m	M	0.757	1
159.131	n/a	categorize_trial	m	v	X	0.812	0
162.137	n/a	categorize_trial	v	v	X	0.717	1
165.136	n/a	categorize_trial	v	v	X	0.777	1
168.142	n/a	categorize_trial	v	m	M	0.68	0
171.148	n/a	categorize_trial	v	v	X	0.735	1
174.146	n/a	categorize_trial	m	m	M	0.917	1
177.152	n/a	categorize_trial	v	v	X	0.716	1
180.15	n/a	categorize_trial	m	m	M	0.822	1
183.157	n/a	categorize_trial	v	v	X	0.604	1
186.163	n/a	categorize_trial	m	m	M	0.629	1
189.169	n/a	categorize_trial	m	m	M	1.044	1
192.167	n/a	categorize_trial	v	v	X	0.566	1
195.173	n/a	categorize_trial	m	m	M	0.589	1
198.179	n/a	categorize_trial	v	m	M	0.973	0
201.178	n/a	categorize_trial	v	m	M	0.839	0
204.184	n/a	categorize_trial	v	v	X	0.579	1
207.19	n/a	categorize_trial	m	v	X	1.983	0
210.188	n/a	categorize_trial	m	m	M	0.739	1
213.194	n/a	categorize_trial	v	v	X	1.678	1
216.2	n/a	categorize_trial	v	v	X	0.712	1
219.199	n/a	categorize_trial	v	v	X	0.623	1
222.205	n/a	categorize_trial	v	v	X	0.916	1
225.203	n/a	categorize_trial	v	m	M	0.785	0
228.209	n/a	categorize_trial	v	v	X	0.613	1
231.215	n/a	categorize_trial	m	m	M	0.727	1
234.221	n/a	categorize_trial	m	m	M	0.871	1
237.227	n/a	categorize_trial	m	m	M	1.632	1
240.226	n/a	categorize_trial	m	v	X	0.565	0
243.232	n/a	categorize_trial	m	m	M	0.817	1
246.238	n/a	categorize_trial	m	m	M	0.583	1
249.236	n/a	categorize_trial	v	m	M	1.155	0
252.242	n/a	categorize_trial	m	m	M	1.18	1
255.248	n/a	categorize_trial	v	v	X	0.933	1
258.247	n/a	categorize_trial	v	v	X	0.904	1
261.253	n/a	categorize_trial	m	m	M	0.644	1
264.259	n/a	categorize_trial	m	m	M	0.744	1
267.257	n/a	categorize_trial	m	m	M	0.669	1
270.263	n/a	categorize_trial	v	v	X	0.918	1
273.269	n/a	categorize_trial	m	v	X	1.137	0
276.276	n/a	categorize_trial	m	m	M	1.087	1
279.274	n/a	categorize_trial	v	v	X	0.696	1
