onset	duration	trial_type	stim_category	response	response_key	response_time	accuracy
0.0	30.0	rest_eyesopen	n/a	n/a	n/a	n/a	n/a
30.0	30.0	rest_eyesclosed	n/a	n/a	n/a	n/a	n/a
60.0	n/a	categorize_trial	v	v	X	1.119	1
61.623	n/a	categorize_trial	m	m	M	0.616	1
62.743	n/a	categorize_trial	m	m	M	0.574	1
63.823	n/a	categorize_trial	m	m	M	0.614	1
64.941	n/a	categorize_trial	m	m	M	0.502	1
65.95	n/a	categorize_trial	m	m	M	0.911	1
67.36	n/a	categorize_trial	m	m	M	0.61	1
68.471	n/a	categorize_trial	v	v	X	0.654	1
69.63	n/a	categorize_trial	v	v	X	0.803	1
70.937	n/a	categorize_trial	v	v	X	0.67	1
72.112	n/a	categorize_trial	m	m	M	0.746	1
73.357	n/a	categorize_trial	v	v	X	0.988	1
74.846	n/a	categorize_trial	v	m	M	0.574	0
76.376	n/a	categorize_trial	v	v	X	0.776	1
77.653	n/a	categorize_trial	v	v	X	0.674	1
78.834	n/a	categorize_trial	m	m	M	1.245	1
80.584	n/a	categorize_trial	m	m	M	0.743	1
81.828	n/a	categorize_trial	v	v	X	0.539	1
82.869	n/a	categorize_trial	m	m	M	0.673	1
84.043	n/a	categorize_trial	v	v	X	0.605	1
85.153	n/a	categorize_trial	m	m	M	0.656	1
86.312	n/a	categorize_trial	v	v	X	0.663	1
87.479	n/a	categorize_trial	m	m	M	1.094	1
89.078	n/a	categorize_trial	v	v	X	0.926	1
90.505	n/a	categorize_trial	v	v	X	0.665	1
91.671	n/a	categorize_trial	m	m	M	0.543	1
92.719	n/a	categorize_trial	v	v	X	0.655	1
93.877	n/a	categorize_trial	v	m	M	0.662	0
95.485	n/a	categorize_trial	m	m	M	0.814	1
96.801	n/a	categorize_trial	m	m	M	0.527	1
97.833	n/a	categorize_trial	m	m	M	0.746	1
99.078	n/a	categorize_trial	m	m	M	0.701	1
100.284	n/a	categorize_trial	m	m	M	0.537	1
101.324	n/a	categorize_trial	m	m	M	0.631	1
102.458	n/a	categorize_trial	v	v	X	0.607	1
103.571	n/a	categorize_trial	v	v	X	0.622	1
104.698	n/a	categorize_trial	v	v	X	1.253	1
106.454	n/a	categorize_trial	m	m	M	0.528	1
107.486	n/a	categorize_trial	v	v	X	0.631	1
108.621	n/a	categorize_trial	v	v	X	0.599	1
109.725	n/a	categorize_trial	m	m	M	0.556	1
110.781	n/a	categorize_trial	v	v	X	0.529	1
111.812	n/a	categorize_trial	v	v	X	0.721	1
113.034	n/a	categorize_trial	v	v	X	0.761	1
114.294	n/a	categorize_trial	m	m	M	0.602	1
115.398	n/a	categorize_trial	m	m	M	0.701	1
116.603	n/a	categorize_trial	m	m	M	0.586	1
117.692	n/a	categorize_trial	v	v	X	0.742	1
118.936	n/a	categorize_trial	v	v	X	1.023	1
120.465	n/a	categorize_trial	v	v	X	0.583	1
121.552	n/a	categorize_trial	v	v	X	0.683	1
122.735	n/a	categorize_trial	v	v	X	0.897	1
124.138	n/a	categorize_trial	m	m	M	0.7	1
125.343	n/a	categorize_trial	m	m	M	0.755	1
126.604	n/a	categorize_trial	m	m	M	0.648	1
127.755	n/a	categorize_trial	v	v	X	3.399	1
131.655	n/a	categorize_trial	m	m	M	0.808	1
132.963	n/a	categorize_trial	v	v	X	0.581	1
134.051	n/a	categorize_trial	m	m	M	0.629	1
135.186	n/a	categorize_trial	v	v	X	0.851	1
136.541	n/a	categorize_trial	m	m	M	0.678	1
137.723	n/a	categorize_trial	m	m	M	0.702	1
138.929	n/a	categorize_trial	m	m	M	0.564	1
139.993	n/a	categorize_trial	m	m	M	0.575	1
141.073	n/a	categorize_trial	m	m	M	0.542	1
142.12	n/a	categorize_trial	m	m	M	0.496	1
143.121	n/a	categorize_trial	v	v	X	0.534	1
144.161	n/a	categorize_trial	m	m	M	0.711	1
145.375	n/a	categorize_trial	v	v	X	0.638	1
146.517	n/a	categorize_trial	v	v	X	0.588	1
147.604	n/a	categorize_trial	m	v	X	0.624	0
149.228	n/a	categorize_trial	v	v	X	1.193	1
150.923	n/a	categorize_trial	m	m	M	0.631	1
152.057	n/a	categorize_trial	v	v	X	0.588	1
