onset	duration	trial_type	stim_category	response	response_key	response_time	accuracy
0.0	30.0	rest_eyesopen	n/a	n/a	n/a	n/a	n/a
30.0	30.0	rest_eyesclosed	n/a	n/a	n/a	n/a	n/a
60.0	n/a	categorize_trial	m	m	M	1.487	1
63.006	n/a	categorize_trial	v	m	M	1.738	0
66.004	n/a	categorize_trial	v	v	X	1.007	1
69.011	n/a	categorize_trial	m	v	X	1.367	0
72.017	n/a	categorize_trial	m	m	M	1.551	1
75.015	n/a	categorize_trial	m	m	M	0.709	1
78.021	n/a	categorize_trial	v	v	X	1.001	1
81.027	n/a	categorize_trial	v	v	X	0.94	1
84.026	n/a	categorize_trial	m	m	M	1.134	1
87.032	n/a	categorize_trial	m	m	M	0.986	1
90.038	n/a	categorize_trial	v	v	X	1.214	1
93.044	n/a	categorize_trial	v	m	M	1.229	0
96.042	n/a	categorize_trial	v	m	M	1.836	0
99.049	n/a	categorize_trial	v	m	M	1.039	0
102.055	n/a	categorize_trial	m	m	M	1.484	1
105.053	n/a	categorize_trial	v	v	X	1.353	1
108.059	n/a	categorize_trial	m	m	M	1.311	1
111.065	n/a	categorize_trial	m	m	M	1.138	1
114.064	n/a	categorize_trial	v	v	X	0.888	1
117.07	n/a	categorize_trial	v	m	M	1.465	0
120.076	n/a	categorize_trial	m	m	M	1.368	1
123.074	n/a	categorize_trial	m	m	M	1.445	1
126.08	n/a	categorize_trial	m	m	M	1.099	1
129.086	n/a	categorize_trial	v	v	X	1.384	1
132.093	n/a	categorize_trial	v	v	X	0.944	1
135.091	n/a	categorize_trial	m	m	M	0.933	1
138.097	n/a	categorize_trial	v	v	X	0.949	1
141.103	n/a	categorize_trial	m	m	M	0.806	1
144.109	n/a	categorize_trial	m	m	M	0.881	1
147.115	n/a	categorize_trial	v	v	X	1.402	1
150.114	n/a	categorize_trial	v	m	M	1.169	0
153.12	n/a	categorize_trial	m	m	M	1.515	1
156.126	n/a	categorize_trial	v	v	X	0.897	1
159.124	n/a	categorize_trial	m	m	M	0.913	1
162.13	n/a	categorize_trial	m	v	X	1.709	0
165.137	n/a	categorize_trial	v	v	X	1.018	1
168.135	n/a	categorize_trial	m	m	M	0.791	1
171.141	n/a	categorize_trial	v	v	X	0.815	1
174.147	n/a	categorize_trial	m	m	M	0.728	1
177.153	n/a	categorize_trial	m	m	M	0.66	1
180.152	n/a	categorize_trial	m	m	M	0.863	1
183.158	n/a	categorize_trial	v	m	M	0.835	0
186.164	n/a	categorize_trial	v	v	X	0.959	1
189.162	n/a	categorize_trial	v	v	X	1.063	1
192.168	n/a	categorize_trial	m	m	M	0.708	1
195.175	n/a	categorize_trial	v	v	X	0.971	1
198.173	n/a	categorize_trial	m	m	M	0.864	1
201.179	n/a	categorize_trial	m	m	M	0.978	1
204.185	n/a	categorize_trial	m	m	M	0.817	1
207.183	n/a	categorize_trial	v	v	X	1.372	1
210.19	n/a	categorize_trial	m	m	M	1.002	1
213.196	n/a	categorize_trial	m	v	X	1.376	0
216.194	n/a	categorize_trial	m	m	M	0.818	1
219.2	n/a	categorize_trial	m	m	M	0.864	1
222.206	n/a	categorize_trial	m	v	X	1.531	0
225.212	n/a	categorize_trial	m	m	M	0.889	1
228.211	n/a	categorize_trial	m	m	M	0.777	1
231.217	n/a	categorize_trial	v	v	X	0.815	1
234.223	n/a	categorize_trial	v	v	X	0.851	1
237.229	n/a	categorize_trial	v	v	X	1.672	1
240.228	n/a	categorize_trial	v	v	X	1.382	1
243.234	n/a	categorize_trial	m	m	M	1.032	1
246.24	n/a	categorize_trial	v	v	X	1.161	1
249.238	n/a	categorize_trial	v	v	X	1.7	1
252.244	n/a	categorize_trial	v	v	X	1.38	1
255.25	n/a	categorize_trial	v	v	X	1.095	1
258.249	n/a	categorize_trial	m	m	M	0.834	1
261.255	n/a	categorize_trial	m	m	M	1.305	1
264.261	n/a	categorize_trial	v	v	X	0.82	1
267.267	n/a	categorize_trial	m	v	X	0.951	0
270.265	n/a	categorize_trial	v	m	M	1.741	0
273.272	n/a	categorize_trial	v	m	M	1.186	0
276.278	n/a	categorize_trial	m	m	M	1.066	1
279.284	n/a	categorize_trial	v	v	X	1.553	1
