onset	duration	trial_type	stim_category	response	response_key	response_time	accuracy
0.0	30.0	rest_eyesopen	n/a	n/a	n/a	n/a	n/a
30.0	30.0	rest_eyesclosed	n/a	n/a	n/a	n/a	n/a
62.522	n/a	categorize_trial	v	m	M	1.217	0
65.044	n/a	categorize_trial	m	v	X	1.037	0
67.566	n/a	categorize_trial	v	v	X	1.249	1
70.096	n/a	categorize_trial	m	v	X	1.144	0
72.626	n/a	categorize_trial	v	v	X	1.139	1
75.156	n/a	categorize_trial	m	m	M	0.605	1
77.67	n/a	categorize_trial	m	m	M	0.634	1
80.192	n/a	categorize_trial	v	v	X	1.358	1
82.722	n/a	categorize_trial	m	m	M	0.785	1
85.236	n/a	categorize_trial	m	m	M	0.677	1
87.766	n/a	categorize_trial	m	m	M	0.597	1
90.28	n/a	categorize_trial	v	v	X	1.036	1
92.81	n/a	categorize_trial	v	v	X	0.79	1
95.324	n/a	categorize_trial	m	v	X	0.767	0
97.839	n/a	categorize_trial	m	m	M	0.855	1
100.368	n/a	categorize_trial	v	v	X	1.773	1
102.89	n/a	categorize_trial	v	v	X	0.836	1
105.413	n/a	categorize_trial	m	m	M	0.634	1
107.942	n/a	categorize_trial	v	v	X	1.337	1
110.472	n/a	categorize_trial	m	v	X	1.043	0
113.002	n/a	categorize_trial	m	m	M	0.729	1
115.524	n/a	categorize_trial	v	v	X	0.824	1
118.046	n/a	categorize_trial	m	v	X	1.062	0
120.576	n/a	categorize_trial	v	v	X	0.804	1
123.09	n/a	categorize_trial	v	m	M	1.055	0
125.605	n/a	categorize_trial	m	m	M	0.775	1
128.127	n/a	categorize_trial	v	v	X	0.892	1
130.649	n/a	categorize_trial	m	m	M	0.999	1
133.163	n/a	categorize_trial	v	v	X	0.705	1
135.693	n/a	categorize_trial	v	m	M	1.041	0
138.215	n/a	categorize_trial	m	v	X	1.461	0
140.745	n/a	categorize_trial	m	m	M	0.645	1
143.274	n/a	categorize_trial	m	m	M	0.589	1
145.797	n/a	categorize_trial	v	v	X	0.757	1
148.303	n/a	categorize_trial	v	v	X	0.932	1
150.817	n/a	categorize_trial	m	v	X	1.012	0
153.347	n/a	categorize_trial	v	v	X	0.678	1
155.877	n/a	categorize_trial	m	m	M	0.573	1
158.407	n/a	categorize_trial	v	v	X	0.714	1
160.937	n/a	categorize_trial	v	v	X	1.227	1
163.451	n/a	categorize_trial	v	v	X	0.657	1
165.965	n/a	categorize_trial	m	m	M	0.623	1
168.495	n/a	categorize_trial	m	m	M	1.659	1
171.017	n/a	categorize_trial	m	m	M	1.326	1
173.547	n/a	categorize_trial	v	v	X	0.558	1
176.061	n/a	categorize_trial	v	v	X	0.678	1
178.583	n/a	categorize_trial	m	m	M	0.999	1
181.105	n/a	categorize_trial	m	m	M	1.639	1
183.619	n/a	categorize_trial	v	v	X	1.609	1
186.134	n/a	categorize_trial	m	m	M	0.576	1
188.664	n/a	categorize_trial	v	v	X	0.659	1
191.186	n/a	categorize_trial	m	m	M	0.597	1
193.723	n/a	categorize_trial	v	v	X	0.624	1
196.238	n/a	categorize_trial	v	v	X	0.621	1
198.76	n/a	categorize_trial	m	m	M	0.735	1
201.274	n/a	categorize_trial	v	v	X	0.736	1
203.796	n/a	categorize_trial	v	v	X	0.862	1
206.318	n/a	categorize_trial	m	m	M	0.58	1
208.84	n/a	categorize_trial	v	v	X	0.586	1
211.362	n/a	categorize_trial	v	m	M	1.002	0
213.892	n/a	categorize_trial	m	m	M	0.893	1
216.414	n/a	categorize_trial	m	m	M	0.705	1
218.928	n/a	categorize_trial	v	m	M	0.999	0
221.458	n/a	categorize_trial	m	m	M	1.025	1
223.98	n/a	categorize_trial	v	v	X	0.703	1
226.51	n/a	categorize_trial	m	m	M	0.756	1
229.032	n/a	categorize_trial	m	m	M	0.713	1
231.562	n/a	categorize_trial	v	m	M	0.954	0
234.084	n/a	categorize_trial	v	v	X	0.943	1
236.614	n/a	categorize_trial	m	m	M	0.59	1
239.128	n/a	categorize_trial	m	m	M	1.078	1
241.666	n/a	categorize_trial	m	m	M	0.652	1
244.18	n/a	categorize_trial	m	m	M	0.709	1
