name	type	units	sampling_frequency	contact_quality_mean
AF3	EEG	uV	128.0	3.46
F7	EEG	uV	128.0	3.46
F3	EEG	uV	128.0	3.46
FC5	EEG	uV	128.0	3.46
T7	EEG	uV	128.0	3.46
P7	EEG	uV	128.0	2.08
O1	EEG	uV	128.0	3.39
O2	EEG	uV	128.0	3.46
P8	EEG	uV	128.0	3.45
T8	EEG	uV	128.0	3.5
FC6	EEG	uV	128.0	3.45
F4	EEG	uV	128.0	3.45
F8	EEG	uV	128.0	3.46
AF4	EEG	uV	128.0	3.46
