name	type	units	sampling_frequency	contact_quality_mean
AF3	EEG	uV	128.0	3.88
F7	EEG	uV	128.0	3.89
F3	EEG	uV	128.0	3.87
FC5	EEG	uV	128.0	3.89
T7	EEG	uV	128.0	3.89
P7	EEG	uV	128.0	3.88
O1	EEG	uV	128.0	3.85
O2	EEG	uV	128.0	3.83
P8	EEG	uV	128.0	3.85
T8	EEG	uV	128.0	3.85
FC6	EEG	uV	128.0	3.87
F4	EEG	uV	128.0	3.87
F8	EEG	uV	128.0	3.87
AF4	EEG	uV	128.0	3.86
