name	type	units	sampling_frequency	contact_quality_mean
AF3	EEG	uV	128.0	3.86
F7	EEG	uV	128.0	3.88
F3	EEG	uV	128.0	3.86
FC5	EEG	uV	128.0	3.89
T7	EEG	uV	128.0	3.87
P7	EEG	uV	128.0	3.87
O1	EEG	uV	128.0	3.82
O2	EEG	uV	128.0	3.82
P8	EEG	uV	128.0	3.86
T8	EEG	uV	128.0	3.87
FC6	EEG	uV	128.0	3.84
F4	EEG	uV	128.0	3.79
F8	EEG	uV	128.0	3.85
AF4	EEG	uV	128.0	3.84
