onset	duration	trial_type	stim_category	response	response_key	response_time	accuracy
0.0	30.0	rest_eyesopen	n/a	n/a	n/a	n/a	n/a
30.0	30.0	rest_eyesclosed	n/a	n/a	n/a	n/a	n/a
62.503	n/a	categorize_trial	v	v	X	1.741	1
65.005	n/a	categorize_trial	m	m	M	1.032	1
67.512	n/a	categorize_trial	m	m	M	1.545	1
70.014	n/a	categorize_trial	m	m	M	0.834	1
75.023	n/a	categorize_trial	v	v	X	1.076	1
77.526	n/a	categorize_trial	v	v	X	0.89	1
80.028	n/a	categorize_trial	m	m	M	0.905	1
82.531	n/a	categorize_trial	m	m	M	1.235	1
85.037	n/a	categorize_trial	m	m	M	0.905	1
87.54	n/a	categorize_trial	v	v	X	1.149	1
90.042	n/a	categorize_trial	v	v	X	1.085	1
92.549	n/a	categorize_trial	m	m	M	0.837	1
95.051	n/a	categorize_trial	m	m	M	0.765	1
97.558	n/a	categorize_trial	v	v	X	1.254	1
100.06	n/a	categorize_trial	m	m	M	1.542	1
102.567	n/a	categorize_trial	v	v	X	1.046	1
105.073	n/a	categorize_trial	v	v	X	1.104	1
107.576	n/a	categorize_trial	m	m	M	0.989	1
110.078	n/a	categorize_trial	v	v	X	1.418	1
112.581	n/a	categorize_trial	m	m	M	0.697	1
115.084	n/a	categorize_trial	m	m	M	0.611	1
117.59	n/a	categorize_trial	m	m	M	1.634	1
120.093	n/a	categorize_trial	v	v	X	1.512	1
122.595	n/a	categorize_trial	m	v	X	1.856	0
125.098	n/a	categorize_trial	v	v	X	1.57	1
127.604	n/a	categorize_trial	v	v	X	0.957	1
130.111	n/a	categorize_trial	m	m	M	1.358	1
132.613	n/a	categorize_trial	v	v	X	1.628	1
135.116	n/a	categorize_trial	v	v	X	0.887	1
137.622	n/a	categorize_trial	m	m	M	0.865	1
140.125	n/a	categorize_trial	v	v	X	0.93	1
142.627	n/a	categorize_trial	m	m	M	0.667	1
145.13	n/a	categorize_trial	m	m	M	0.907	1
147.636	n/a	categorize_trial	m	m	M	1.152	1
150.139	n/a	categorize_trial	v	v	X	1.115	1
152.645	n/a	categorize_trial	v	v	X	0.812	1
155.148	n/a	categorize_trial	v	v	X	0.661	1
157.65	n/a	categorize_trial	v	v	X	0.81	1
160.153	n/a	categorize_trial	m	m	M	0.654	1
162.659	n/a	categorize_trial	m	m	M	0.732	1
165.162	n/a	categorize_trial	v	v	X	0.8	1
167.669	n/a	categorize_trial	m	m	M	1.059	1
170.171	n/a	categorize_trial	m	m	M	0.676	1
172.674	n/a	categorize_trial	v	v	X	0.638	1
175.176	n/a	categorize_trial	v	v	X	0.71	1
177.679	n/a	categorize_trial	m	m	M	0.708	1
180.185	n/a	categorize_trial	m	m	M	0.646	1
182.688	n/a	categorize_trial	m	m	M	0.953	1
185.19	n/a	categorize_trial	v	v	X	0.696	1
187.693	n/a	categorize_trial	m	m	M	0.662	1
190.199	n/a	categorize_trial	v	v	X	1.321	1
192.702	n/a	categorize_trial	v	v	X	1.309	1
195.208	n/a	categorize_trial	v	v	X	1.28	1
197.711	n/a	categorize_trial	v	m	M	0.927	0
200.217	n/a	categorize_trial	m	m	M	0.879	1
202.72	n/a	categorize_trial	m	m	M	0.732	1
205.226	n/a	categorize_trial	m	m	M	0.703	1
207.729	n/a	categorize_trial	v	v	X	0.777	1
210.235	n/a	categorize_trial	m	m	M	0.714	1
212.738	n/a	categorize_trial	m	m	M	1.24	1
215.241	n/a	categorize_trial	m	m	M	0.579	1
217.743	n/a	categorize_trial	v	v	X	1.504	1
220.25	n/a	categorize_trial	m	m	M	1.011	1
222.752	n/a	categorize_trial	m	m	M	0.589	1
225.255	n/a	categorize_trial	v	v	X	0.781	1
227.757	n/a	categorize_trial	m	m	M	1.335	1
230.264	n/a	categorize_trial	m	m	M	0.79	1
232.766	n/a	categorize_trial	v	v	X	0.788	1
235.273	n/a	categorize_trial	v	v	X	0.746	1
237.775	n/a	categorize_trial	v	v	X	1.456	1
240.278	n/a	categorize_trial	v	v	X	0.803	1
242.784	n/a	categorize_trial	m	v	X	1.278	0
