onset	duration	trial_type	stim_category	response	response_key	response_time	accuracy
0.0	30.0	rest_eyesopen	n/a	n/a	n/a	n/a	n/a
30.0	30.0	rest_eyesclosed	n/a	n/a	n/a	n/a	n/a
60.0	n/a	categorize_trial	m	m	M	1.773	1
62.522	n/a	categorize_trial	v	v	X	1.001	1
65.044	n/a	categorize_trial	m	m	M	1.179	1
67.558	n/a	categorize_trial	m	m	M	1.052	1
70.08	n/a	categorize_trial	v	v	X	0.971	1
72.602	n/a	categorize_trial	v	v	X	1.577	1
75.124	n/a	categorize_trial	m	m	M	1.12	1
77.639	n/a	categorize_trial	m	m	M	0.715	1
80.168	n/a	categorize_trial	v	v	X	0.719	1
82.69	n/a	categorize_trial	v	v	X	0.801	1
85.22	n/a	categorize_trial	m	m	M	0.843	1
87.742	n/a	categorize_trial	m	m	M	0.747	1
90.264	n/a	categorize_trial	m	m	M	0.737	1
92.786	n/a	categorize_trial	v	v	X	0.69	1
95.316	n/a	categorize_trial	v	v	X	1.187	1
97.838	n/a	categorize_trial	v	v	X	1.44	1
100.368	n/a	categorize_trial	m	m	M	0.912	1
102.89	n/a	categorize_trial	m	m	M	0.979	1
105.42	n/a	categorize_trial	m	m	M	0.616	1
107.934	n/a	categorize_trial	m	m	M	1.073	1
110.464	n/a	categorize_trial	m	m	M	1.069	1
112.994	n/a	categorize_trial	v	m	M	0.883	0
115.516	n/a	categorize_trial	m	m	M	0.865	1
118.046	n/a	categorize_trial	m	m	M	0.726	1
120.575	n/a	categorize_trial	v	v	X	1.303	1
123.097	n/a	categorize_trial	v	v	X	1.086	1
125.604	n/a	categorize_trial	m	m	M	0.922	1
128.126	n/a	categorize_trial	m	m	M	0.649	1
130.656	n/a	categorize_trial	v	v	X	1.686	1
133.185	n/a	categorize_trial	v	v	X	0.68	1
135.707	n/a	categorize_trial	v	v	X	0.843	1
138.23	n/a	categorize_trial	v	v	X	1.131	1
140.759	n/a	categorize_trial	v	v	X	1.166	1
143.274	n/a	categorize_trial	v	v	X	1.254	1
145.796	n/a	categorize_trial	m	m	M	0.655	1
148.318	n/a	categorize_trial	m	m	M	0.66	1
150.832	n/a	categorize_trial	v	v	X	0.761	1
153.354	n/a	categorize_trial	v	v	X	0.886	1
155.891	n/a	categorize_trial	m	m	M	0.669	1
158.421	n/a	categorize_trial	m	m	M	0.581	1
160.943	n/a	categorize_trial	v	v	X	0.785	1
163.465	n/a	categorize_trial	v	v	X	0.638	1
165.995	n/a	categorize_trial	m	v	X	1.62	0
168.509	n/a	categorize_trial	v	v	X	1.512	1
171.031	n/a	categorize_trial	m	m	M	0.646	1
173.561	n/a	categorize_trial	v	v	X	0.819	1
176.091	n/a	categorize_trial	m	m	M	0.509	1
178.621	n/a	categorize_trial	v	v	X	0.684	1
181.151	n/a	categorize_trial	m	m	M	0.723	1
183.657	n/a	categorize_trial	m	m	M	1.155	1
186.187	n/a	categorize_trial	m	m	M	0.686	1
188.717	n/a	categorize_trial	v	v	X	0.668	1
191.247	n/a	categorize_trial	v	v	X	0.765	1
193.776	n/a	categorize_trial	v	v	X	0.823	1
196.306	n/a	categorize_trial	m	m	M	0.951	1
198.82	n/a	categorize_trial	m	m	M	0.515	1
201.342	n/a	categorize_trial	v	v	X	0.609	1
203.872	n/a	categorize_trial	v	v	X	0.711	1
206.402	n/a	categorize_trial	v	v	X	0.697	1
208.932	n/a	categorize_trial	m	m	M	0.565	1
211.462	n/a	categorize_trial	v	v	X	0.766	1
213.984	n/a	categorize_trial	m	m	M	0.7	1
216.514	n/a	categorize_trial	m	m	M	0.664	1
219.028	n/a	categorize_trial	m	m	M	0.685	1
221.542	n/a	categorize_trial	v	v	X	0.57	1
224.056	n/a	categorize_trial	m	m	M	0.581	1
226.578	n/a	categorize_trial	v	v	X	0.904	1
229.108	n/a	categorize_trial	m	m	M	1.064	1
231.63	n/a	categorize_trial	m	m	M	1.095	1
234.152	n/a	categorize_trial	m	m	M	0.733	1
236.69	n/a	categorize_trial	m	m	M	0.759	1
239.212	n/a	categorize_trial	v	v	X	0.843	1
241.718	n/a	categorize_trial	v	v	X	0.947	1
244.256	n/a	categorize_trial	v	v	X	0.669	1
